@relation 'Estado del cielo'

@attribute cieloMS1 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS1 numeric
@attribute direccionVientoMS1 numeric
@attribute temperaturaMS1 numeric
@attribute cieloMS2 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS2 numeric
@attribute direccionVientoMS2 numeric
@attribute temperaturaMS2 numeric
@attribute cieloMS3 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS3 numeric
@attribute direccionVientoMS3 numeric
@attribute temperaturaMS3 numeric
@attribute cieloMS4 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS4 numeric
@attribute direccionVientoMS4 numeric
@attribute temperaturaMS4 numeric
@attribute cieloMS5 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS5 numeric
@attribute direccionVientoMS5 numeric
@attribute temperaturaMS5 numeric
@attribute cieloMS6 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS6 numeric
@attribute direccionVientoMS6 numeric
@attribute temperaturaMS6 numeric
@attribute cieloMS7 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS7 numeric
@attribute direccionVientoMS7 numeric
@attribute temperaturaMS7 numeric
@attribute cieloMS8 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS8 numeric
@attribute direccionVientoMS8 numeric
@attribute temperaturaMS8 numeric
@attribute cieloMS9 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS9 numeric
@attribute direccionVientoMS9 numeric
@attribute temperaturaMS9 numeric
@attribute cieloMS10 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS10 numeric
@attribute direccionVientoMS10 numeric
@attribute temperaturaMS10 numeric
@attribute cieloMS11 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS11 numeric
@attribute direccionVientoMS11 numeric
@attribute temperaturaMS11 numeric
@attribute cieloMS12 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS12 numeric
@attribute direccionVientoMS12 numeric
@attribute temperaturaMS12 numeric
@attribute cieloMS13 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS13 numeric
@attribute direccionVientoMS13 numeric
@attribute temperaturaMS13 numeric
@attribute cieloMS14 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS14 numeric
@attribute direccionVientoMS14 numeric
@attribute temperaturaMS14 numeric
@attribute cieloMS15 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS15 numeric
@attribute direccionVientoMS15 numeric
@attribute temperaturaMS15 numeric
@attribute cieloMS16 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS16 numeric
@attribute direccionVientoMS16 numeric
@attribute temperaturaMS16 numeric
@attribute cieloMS17 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS17 numeric
@attribute direccionVientoMS17 numeric
@attribute temperaturaMS17 numeric
@attribute cieloMS18 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS18 numeric
@attribute direccionVientoMS18 numeric
@attribute temperaturaMS18 numeric
@attribute cieloMS19 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS19 numeric
@attribute direccionVientoMS19 numeric
@attribute temperaturaMS19 numeric
@attribute cieloMS20 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS20 numeric
@attribute direccionVientoMS20 numeric
@attribute temperaturaMS20 numeric
@attribute cieloMS21 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS21 numeric
@attribute direccionVientoMS21 numeric
@attribute temperaturaMS21 numeric
@attribute cieloMS22 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS22 numeric
@attribute direccionVientoMS22 numeric
@attribute temperaturaMS22 numeric
@attribute cieloMS23 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS23 numeric
@attribute direccionVientoMS23 numeric
@attribute temperaturaMS23 numeric
@attribute cieloMS24 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS24 numeric
@attribute direccionVientoMS24 numeric
@attribute temperaturaMS24 numeric
@attribute cieloMS25 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS25 numeric
@attribute direccionVientoMS25 numeric
@attribute temperaturaMS25 numeric
@attribute class {105104104,101101101,103101101,104101104,103101104,104103104,106101101,106101103,106101104,103101103,103103104,101101103,103103103,101115103,110104104,105101104,104101103,104103103}

@data
PARTLY_CLOUDY,3.01,133.490005,14,PARTLY_CLOUDY,0.81,173.529999,14,PARTLY_CLOUDY,0.79,261.73999,13,PARTLY_CLOUDY,2.76,229.729996,14,PARTLY_CLOUDY,2.51,223.690002,15,SUNNY,2.21,176.130005,19,SUNNY,3.23,116.949997,22,SUNNY,7.57,74.32,24,SUNNY,10.61,78.730003,25,SUNNY,10.6,80.57,25,SUNNY,10.97,73.410004,26,SUNNY,12.96,54.540001,26,SUNNY,14.5,45.799999,25,SUNNY,13.48,35.52,24,SUNNY,15.21,45.099998,22,SUNNY,12.75,56.189999,20,SUNNY,4.37,81.029999,17,SUNNY,2.11,133.570007,16,SUNNY,3.22,154.979996,14,SUNNY,3.63,155.089996,13,SUNNY,4.1,166.770004,12,PARTLY_CLOUDY,6.49,163.429993,13,PARTLY_CLOUDY,4.86,167.869995,13,PARTLY_CLOUDY,3.81,188.089996,13,PARTLY_CLOUDY,4.37,195.089996,14,105104104
CLOUDY,9.43,22.809999,14,CLOUDY,9.48,21.74,14,CLOUDY,10.18,17.98,14,CLOUDY,11.02,17.18,14,CLOUDY,11.58,19.379999,15,HIGH_CLOUDS,13.87,14.14,18,SUNNY,17.950001,10.98,21,SUNNY,19.200001,10.75,22,SUNNY,19.85,8.24,24,SUNNY,23.16,1.1,24,SUNNY,24.18,357.519989,24,SUNNY,24.65,354.649994,24,SUNNY,25.42,351.26001,23,SUNNY,25.780001,350.320007,22,SUNNY,24.33,349.359985,21,SUNNY,21.09,349.01001,19,PARTLY_CLOUDY,20,353.480011,17,PARTLY_CLOUDY,16.49,2.43,17,PARTLY_CLOUDY,13.52,16.690001,16,PARTLY_CLOUDY,11.65,19.200001,16,SUNNY,10.5,12.09,15,SUNNY,8.53,12.54,14,SUNNY,7.95,16.129999,13,SUNNY,8.15,24.860001,12,SUNNY,7.34,23.549999,12,106101103
SUNNY,33.23,20.75,17,SUNNY,33.860001,21.200001,17,SUNNY,33.240002,21.790001,17,SUNNY,33.110001,22.66,17,SUNNY,31.959999,23.809999,18,SUNNY,28.98,22.450001,19,SUNNY,24.959999,19.950001,20,SUNNY,21.48,20.75,21,SUNNY,18.98,21.18,22,SUNNY,17.690001,21.17,22,SUNNY,16.93,21.35,23,SUNNY,19.540001,23.940001,23,SUNNY,20.059999,27.860001,23,SUNNY,21.6,29.969999,22,SUNNY,23.57,30.540001,22,SUNNY,26.040001,27.129999,21,SUNNY,26.17,22.82,20,SUNNY,27.290001,25.18,19,SUNNY,29.17,23.67,19,SUNNY,30.83,22.280001,19,SUNNY,32.669998,20.959999,19,SUNNY,32.93,18.02,18,SUNNY,33.139999,17.639999,18,SUNNY,33.209999,19.18,18,SUNNY,33.66,19.209999,18,103101101
CLOUDY,10.68,20.639999,15,CLOUDY,10.27,23.459999,14,CLOUDY,9.19,27.84,14,CLOUDY,9.8,15.43,15,CLOUDY,10.25,13.77,15,HIGH_CLOUDS,10.5,10.5,18,SUNNY,11.54,19.879999,21,SUNNY,12.64,15.27,24,SUNNY,15.54,19.200001,25,SUNNY,17.49,18.65,26,SUNNY,18.42,19.629999,27,SUNNY,19.370001,21.15,27,SUNNY,19.48,22.799999,27,SUNNY,20.889999,23.620001,25,SUNNY,21.9,20.92,24,SUNNY,18.370001,15.27,21,SUNNY,15.73,7.88,19,SUNNY,13.53,10.34,17,PARTLY_CLOUDY,12.58,12.03,15,PARTLY_CLOUDY,13.41,11.84,14,PARTLY_CLOUDY,15.71,13.66,15,PARTLY_CLOUDY,14.02,19.42,15,PARTLY_CLOUDY,12.42,13.8,15,PARTLY_CLOUDY,12.57,12.09,15,PARTLY_CLOUDY,11.16,6.75,15,103101104
SUNNY,20.02,40.900002,16,SUNNY,19.09,44.700001,15,SUNNY,19.4,46.299999,15,SUNNY,18.82,44.029999,17,SUNNY,19.959999,42.740002,18,SUNNY,18.59,42.439999,21,SUNNY,13.9,42.459999,24,SUNNY,10.25,50.75,26,SUNNY,6.06,65.889999,29,SUNNY,1.71,190.309998,31,SUNNY,10.18,224.110001,31,SUNNY,14.96,216.960007,31,SUNNY,15.09,219.5,30,SUNNY,16.07,215.339996,29,SUNNY,15.16,207.320007,28,SUNNY,7.16,193.449997,26,SUNNY,5.87,91.019997,24,SUNNY,13.75,65.879997,22,SUNNY,14.21,69.349998,21,SUNNY,13.76,77.860001,21,SUNNY,12.54,75.650002,20,SUNNY,12.81,56.029999,20,SUNNY,15.87,41.830002,19,SUNNY,17.379999,41.209999,19,SUNNY,17.379999,43.220001,18,101101101
PARTLY_CLOUDY,2.64,48.82,15,PARTLY_CLOUDY,4.97,102.68,15,SUNNY,3.38,105.589996,15,PARTLY_CLOUDY,4.45,146.089996,15,PARTLY_CLOUDY,4.26,195.289993,16,PARTLY_CLOUDY,4.8,287.649994,17,SUNNY,3.92,294.470001,18,SUNNY,7.88,298.459991,20,SUNNY,24.27,325.899994,21,SUNNY,27.4,332.75,21,SUNNY,27.32,337.329987,22,SUNNY,21.860001,343.910004,22,SUNNY,19.32,347.279999,21,SUNNY,19.01,349.790009,21,SUNNY,17.75,353.179993,21,SUNNY,16.709999,342.790009,20,SUNNY,15.69,353.23999,19,SUNNY,14.6,359.399994,19,SUNNY,11.94,22.469999,18,SUNNY,8.63,153.350006,17,SUNNY,13.18,164.639999,17,SUNNY,9.6,181.720001,16,SUNNY,5.61,210.910004,16,SUNNY,3.83,184.929993,15,SUNNY,3.69,185.630005,15,104101104
PARTLY_CLOUDY,18.389999,35.98,15,PARTLY_CLOUDY,17.780001,36.110001,15,PARTLY_CLOUDY,17.299999,36.48,15,PARTLY_CLOUDY,19.639999,36.990002,16,PARTLY_CLOUDY,20.34,35.279999,18,SUNNY,20.32,30.969999,21,SUNNY,20.42,25.09,23,SUNNY,21.15,18.809999,25,SUNNY,20.74,17.110001,27,SUNNY,18.82,18.34,28,SUNNY,20.68,14.13,29,SUNNY,21.719999,15.3,28,SUNNY,22.690001,17.959999,28,SUNNY,22.959999,19.870001,27,SUNNY,20.98,24.83,25,SUNNY,15.88,39.209999,22,SUNNY,19.59,34.209999,20,SUNNY,18.15,38.029999,19,SUNNY,16.860001,42.150002,18,SUNNY,16.209999,40.52,17,SUNNY,16.26,37.91,17,SUNNY,15.53,39.09,16,SUNNY,15.25,38.73,16,SUNNY,14.71,38.830002,16,SUNNY,14.55,39.959999,15,103101101
SUNNY,6.55,45.900002,12,SUNNY,4.3,57.279999,11,SUNNY,2.82,76.830002,12,SUNNY,3.85,95.709999,16,SUNNY,3.75,123.519997,18,SUNNY,5.88,138.520004,21,SUNNY,6.67,145.490005,23,SUNNY,7.84,153.100006,25,SUNNY,3.41,125.75,27,SUNNY,7.92,354.869995,28,SUNNY,16.629999,351.529999,28,SUNNY,17.92,350.299988,28,SUNNY,20.84,349.820007,28,SUNNY,25.07,353.369995,26,SUNNY,26.77,351.820007,24,SUNNY,25.07,352.269989,22,SUNNY,25.84,354.959991,20,SUNNY,23.129999,3.16,19,SUNNY,22.34,7.02,18,SUNNY,19.309999,8.3,17,SUNNY,13.78,14.84,16,SUNNY,7.63,44.860001,15,SUNNY,3.75,97.639999,15,SUNNY,1.46,82.480003,14,SUNNY,2.92,27.51,13,106101101
PARTLY_CLOUDY,18.16,65.949997,14,PARTLY_CLOUDY,17.83,68.110001,14,CLOUDY,17.059999,72.589996,14,PARTLY_CLOUDY,16.41,76.629997,14,PARTLY_CLOUDY,17.57,75.580002,16,SUNNY,17.82,69.699997,19,SUNNY,15.98,57.669998,22,SUNNY,14.18,39.5,24,SUNNY,15.9,24.9,26,SUNNY,15.46,18.51,27,SUNNY,15.17,21.559999,28,SUNNY,15.67,15.34,28,SUNNY,16.040001,356.48999,28,SUNNY,20.299999,348.600006,27,SUNNY,18.84,350.559998,25,SUNNY,19.59,30.639999,23,SUNNY,18.17,40.82,20,SUNNY,19.32,47.630001,18,SUNNY,21.9,54.77,16,SUNNY,22.290001,61.580002,16,PARTLY_CLOUDY,23.33,64.099998,15,PARTLY_CLOUDY,23.139999,71.760002,14,SUNNY,21.68,75.57,14,SUNNY,20.68,73.589996,14,PARTLY_CLOUDY,19.700001,72.690002,14,103101101
SUNNY,10.58,127.660004,14,SUNNY,11.49,126.190002,13,SUNNY,9.77,132.440002,14,SUNNY,5.01,144.710007,18,SUNNY,3.74,299.730011,21,SUNNY,6.31,289.899994,22,SUNNY,6.39,293.339996,24,SUNNY,7.68,297.899994,26,SUNNY,7.75,308.690002,27,SUNNY,9.26,306.549988,27,SUNNY,11.75,301.190002,28,SUNNY,12.94,301.679993,28,SUNNY,14.85,306.570007,27,SUNNY,16.950001,312.450012,26,SUNNY,17.030001,315.459991,25,SUNNY,10.48,306.970001,23,SUNNY,3.84,304.23999,20,SUNNY,3.51,89.639999,19,SUNNY,2.38,71.660004,17,SUNNY,2.72,58.380001,17,SUNNY,2.38,30.1,16,SUNNY,2.9,40.599998,15,SUNNY,4.37,60.279999,15,SUNNY,8.41,150.190002,15,SUNNY,13.1,142.339996,15,101101101
SUNNY,3.19,297.049988,14,SUNNY,3.77,322.380005,14,SUNNY,2.38,301.329987,14,SUNNY,2.51,298.040009,17,SUNNY,3.18,340.359985,20,SUNNY,5.68,331,22,SUNNY,6.84,331.950012,24,SUNNY,7.13,328.109985,26,SUNNY,5.85,321.809998,28,SUNNY,6.69,310.359985,29,SUNNY,7.52,286.98999,30,SUNNY,9.72,268.51001,30,SUNNY,12.21,264.51001,30,SUNNY,13.04,271.230011,28,SUNNY,12.2,286.279999,27,SUNNY,10.97,293.130005,25,SUNNY,9.64,307.26001,23,SUNNY,10.28,331.940002,21,SUNNY,5.75,343.380005,20,SUNNY,3,334.880005,19,SUNNY,2.6,318.899994,18,SUNNY,2.44,307.059998,18,SUNNY,2.85,331.25,17,SUNNY,4.45,332.079987,17,SUNNY,4.72,335.049988,16,101101101
SUNNY,8.84,2.11,14,SUNNY,8.06,1.04,13,SUNNY,7.07,1.65,13,SUNNY,11.95,355.570007,17,SUNNY,16.690001,4.37,19,SUNNY,16.459999,1.69,21,SUNNY,16.77,0.69,24,SUNNY,17.280001,359.329987,26,SUNNY,15.76,0.59,28,SUNNY,16.9,358.839996,29,SUNNY,17.65,1.55,30,SUNNY,18.620001,4.01,30,SUNNY,21.26,356.730011,29,SUNNY,21.17,2.12,27,SUNNY,20.190001,9.52,26,SUNNY,13.56,1.18,23,SUNNY,18.139999,11.32,21,SUNNY,18.450001,9.84,20,SUNNY,16.030001,6.87,19,SUNNY,15.24,5.51,18,SUNNY,13.65,3.71,18,SUNNY,12.34,360,17,SUNNY,10.46,357.429993,16,SUNNY,10.15,353.709991,15,SUNNY,10.51,354.829987,15,103101101
PARTLY_CLOUDY,3.29,350.799988,15,CLOUDY,1.4,105,15,PARTLY_CLOUDY,1.12,182.570007,15,PARTLY_CLOUDY,2.38,190.160004,16,PARTLY_CLOUDY,2.03,223.149994,16,CLOUDY,4.59,265.26001,17,PARTLY_CLOUDY,7.06,316.859985,20,SUNNY,20.75,339.640015,23,SUNNY,24.5,336.910004,23,SUNNY,26.059999,334.160004,23,SUNNY,26.389999,333.029999,23,SUNNY,25.809999,330.390015,23,SUNNY,24.959999,328.899994,22,SUNNY,23.389999,326.290009,22,SUNNY,21.52,326.190002,21,SUNNY,18.92,324.600006,20,SUNNY,15.11,328.48999,18,SUNNY,10.65,329.709991,17,SUNNY,5.16,320.440002,16,SUNNY,3.17,298.410004,15,SUNNY,3.33,283.029999,14,SUNNY,5.97,230.009995,15,SUNNY,1.3,271.920013,15,SUNNY,3.77,257.299988,15,SUNNY,4.17,235.940002,15,104101104
SUNNY,15.14,330.410004,19,SUNNY,14.96,332.880005,19,SUNNY,14.92,333.369995,19,SUNNY,17.17,331.75,19,SUNNY,22.790001,333.220001,18,SUNNY,26.27,334.029999,18,SUNNY,30.219999,332.160004,18,SUNNY,33.509998,331.429993,18,SUNNY,36.209999,331.820007,18,SUNNY,34.630001,327.839996,19,SUNNY,36.049999,326.920013,19,SUNNY,37.639999,328.920013,19,SUNNY,37.220001,328.910004,19,SUNNY,35.98,326.910004,19,SUNNY,35.380001,323.549988,19,SUNNY,29.67,330.75,20,SUNNY,18.780001,334.910004,20,SUNNY,11.89,339.809998,20,SUNNY,6.01,5.76,20,SUNNY,12.23,346.019989,20,SUNNY,15.32,341.98999,20,SUNNY,15.06,340.920013,20,SUNNY,15.36,340.089996,20,SUNNY,16.059999,335.440002,20,SUNNY,17.799999,332.98999,20,101101101
SUNNY,6.27,78.550003,13,SUNNY,4.9,59.73,13,SUNNY,3.44,43.91,14,SUNNY,4.14,31.129999,17,SUNNY,9.16,20.41,19,SUNNY,9.51,12.72,20,SUNNY,8.56,7.97,23,SUNNY,9.17,353.119995,25,SUNNY,8.23,343.73999,27,SUNNY,7.71,315.670013,28,SUNNY,7.18,295.519989,29,SUNNY,11.52,268.709991,29,SUNNY,15.6,253.350006,29,SUNNY,17.32,245.669998,28,SUNNY,14.72,248.649994,26,SUNNY,8.02,264.369995,25,SUNNY,1.02,237.970001,22,SUNNY,4.66,121.389999,20,SUNNY,12.98,100.25,20,SUNNY,10.42,117.209999,19,SUNNY,8.22,125.889999,18,SUNNY,6.9,123.160004,17,SUNNY,4.82,111.849998,17,SUNNY,5.16,93.879997,16,SUNNY,4.11,83.540001,16,101101101
CLOUDY,8.02,1.95,16,CLOUDY,8.64,9.72,16,CLOUDY,9.57,13.11,16,CLOUDY,9.88,14.86,16,PARTLY_CLOUDY,10.11,15.65,17,PARTLY_CLOUDY,10.89,27.379999,17,PARTLY_CLOUDY,12.98,21.129999,21,PARTLY_CLOUDY,18.66,30.030001,22,SUNNY,20.27,26.58,22,SUNNY,21.41,25.639999,23,SUNNY,22.639999,22.719999,23,SUNNY,22.84,21.370001,22,SUNNY,22.379999,20.110001,22,SUNNY,21.440001,16.940001,21,PARTLY_CLOUDY,20.450001,17.02,20,PARTLY_CLOUDY,17.65,13.84,18,PARTLY_CLOUDY,13.55,2.88,17,PARTLY_CLOUDY,14.88,6.46,16,CLOUDY,12.97,10.05,16,CLOUDY,12.85,6.5,16,CLOUDY,14.61,6.52,17,CLOUDY,13.22,6.01,16,PARTLY_CLOUDY,12.89,0.06,16,CLOUDY,11.2,6.11,16,CLOUDY,10.18,9.65,16,105104104
WEAK_SHOWERS,9.39,79.5,17,WEAK_SHOWERS,10.06,83.5,17,WEAK_SHOWERS,10.53,76.389999,17,WEAK_SHOWERS,10.81,73.089996,17,PARTLY_CLOUDY,12.38,74.050003,19,PARTLY_CLOUDY,13.14,62.650002,20,WEAK_SHOWERS,13.55,60.32,21,PARTLY_CLOUDY,15.28,55.43,21,PARTLY_CLOUDY,16.18,59.43,21,PARTLY_CLOUDY,16.91,61.360001,21,PARTLY_CLOUDY,16.98,59.84,21,PARTLY_CLOUDY,16.52,63.07,21,PARTLY_CLOUDY,15.39,67.040001,21,PARTLY_CLOUDY,14.04,69.160004,20,PARTLY_CLOUDY,12.43,76.07,19,PARTLY_CLOUDY,9.98,80.419998,18,PARTLY_CLOUDY,4.46,79.800003,17,PARTLY_CLOUDY,4.81,82.43,15,PARTLY_CLOUDY,5.32,90.830002,15,PARTLY_CLOUDY,4.79,95.75,14,PARTLY_CLOUDY,5.41,105.019997,15,PARTLY_CLOUDY,6.22,120.160004,14,PARTLY_CLOUDY,5.12,135.720001,13,PARTLY_CLOUDY,4.9,145.970001,13,PARTLY_CLOUDY,5.46,150.619995,14,105104104
SUNNY,0.35,56.580002,14,SUNNY,1.86,119.059998,14,SUNNY,2,87.629997,14,SUNNY,2.97,91.510002,18,SUNNY,3.28,69.330002,21,SUNNY,1.53,58.84,24,SUNNY,1.21,69.519997,27,SUNNY,1.77,356.980011,29,SUNNY,4.37,335.920013,30,SUNNY,11.46,316.880005,30,SUNNY,12.85,315.380005,31,SUNNY,14.58,304.25,30,SUNNY,15.29,300.339996,30,SUNNY,15.21,297.920013,29,SUNNY,13.18,301.799988,28,SUNNY,8.91,272.01001,26,SUNNY,9.14,304.579987,23,SUNNY,3.48,30.84,22,SUNNY,0.86,101.739998,21,SUNNY,1.86,220.070007,20,SUNNY,1.63,195.919998,19,SUNNY,1.2,181.740005,18,SUNNY,0.48,105.660004,18,SUNNY,0.52,39,17,SUNNY,0.66,74.580002,16,101101101
PARTLY_CLOUDY,7.15,10.46,13,PARTLY_CLOUDY,9.47,7.22,15,PARTLY_CLOUDY,11.62,7.23,15,PARTLY_CLOUDY,12.2,18.290001,16,PARTLY_CLOUDY,11.35,32.709999,18,SUNNY,12.09,24.35,21,SUNNY,14.47,13.47,23,SUNNY,16.379999,9.16,25,SUNNY,17.719999,8.48,27,SUNNY,18.85,10.84,28,SUNNY,19.58,10.3,28,SUNNY,20.02,7.04,28,SUNNY,19.98,4.07,27,SUNNY,19.5,0.4,26,SUNNY,17.18,355.769989,24,SUNNY,12.8,345.799988,22,SUNNY,10.91,338.089996,20,SUNNY,10,335.220001,18,SUNNY,10.36,334.75,18,SUNNY,10.04,337.359985,17,SUNNY,8.75,343.880005,16,SUNNY,8.3,349.51001,15,SUNNY,9.72,349.320007,15,SUNNY,6.91,344.920013,14,SUNNY,6.24,341.029999,13,103101103
SUNNY,8.57,342.040009,12,SUNNY,6.11,337.320007,12,SUNNY,4.01,326.380005,13,SUNNY,4.4,325.269989,17,SUNNY,3.75,15.44,20,SUNNY,6.38,7.83,22,SUNNY,9.28,16.440001,25,SUNNY,11.77,14.98,27,SUNNY,15.73,22.889999,28,SUNNY,18.84,21.68,28,SUNNY,22.360001,18.49,28,SUNNY,25.459999,15.68,28,SUNNY,27.379999,14.37,27,SUNNY,27.32,14.78,26,SUNNY,27.1,15.58,24,SUNNY,22.74,15.65,22,SUNNY,17.65,16.1,20,SUNNY,16.83,16.33,19,SUNNY,15.21,10.9,18,SUNNY,9.51,6.39,16,SUNNY,4.13,6.05,15,SUNNY,3.76,9.04,14,SUNNY,2.26,295.600006,14,SUNNY,5.09,341.910004,14,SUNNY,6.04,347.75,13,101101101
SUNNY,3.23,321.839996,14,SUNNY,3.36,297.869995,14,SUNNY,2.11,339.299988,14,SUNNY,6.22,287.649994,18,SUNNY,5.12,292.559998,20,SUNNY,6.57,296.220001,23,SUNNY,7.96,301.75,26,SUNNY,10.66,294.5,28,SUNNY,13.11,300.450012,29,SUNNY,14.84,295.309998,30,SUNNY,17.450001,292.700012,31,SUNNY,19.219999,292.320007,31,SUNNY,21.200001,291.390015,31,SUNNY,23.24,299.390015,30,SUNNY,18.02,294.440002,29,SUNNY,14.25,268.279999,26,SUNNY,15.77,259.73999,23,SUNNY,15.62,254.169998,22,SUNNY,6.53,263.299988,20,SUNNY,4.21,291.899994,19,SUNNY,5.76,337.640015,18,SUNNY,5.41,352.899994,17,SUNNY,2.13,11.04,16,SUNNY,0.3,157.960007,16,SUNNY,2.61,142.160004,16,101101101
CLOUDY,16.17,43.380001,15,CLOUDY,15.78,42.400002,14,CLOUDY,16.16,42.689999,14,CLOUDY,16.709999,39.060001,14,CLOUDY,17.200001,38.389999,15,PARTLY_CLOUDY,17.950001,32.259998,15,SUNNY,21.4,30.65,18,SUNNY,23.32,29.139999,20,SUNNY,25.030001,30.41,22,SUNNY,25.27,29.280001,22,SUNNY,25.690001,28.530001,22,SUNNY,26.889999,28.92,22,SUNNY,27.870001,29.959999,21,SUNNY,27.85,29.889999,20,SUNNY,27.51,31.85,18,PARTLY_CLOUDY,25.01,33.68,16,PARTLY_CLOUDY,23.969999,34.790001,15,CLOUDY,23.959999,34.650002,15,CLOUDY,23.629999,38.200001,15,CLOUDY,22.67,38.080002,15,CLOUDY,22.68,37.330002,15,CLOUDY,21.08,41.689999,15,CLOUDY,19.209999,39.619999,15,CLOUDY,18.4,36.790001,15,CLOUDY,18.030001,40.669998,14,106101104
