@relation 'Estado del cielo'

@attribute cieloMS1 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS1 numeric
@attribute direccionVientoMS1 numeric
@attribute temperaturaMS1 numeric
@attribute cieloMS2 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS2 numeric
@attribute direccionVientoMS2 numeric
@attribute temperaturaMS2 numeric
@attribute cieloMS3 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS3 numeric
@attribute direccionVientoMS3 numeric
@attribute temperaturaMS3 numeric
@attribute cieloMS4 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS4 numeric
@attribute direccionVientoMS4 numeric
@attribute temperaturaMS4 numeric
@attribute cieloMS5 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS5 numeric
@attribute direccionVientoMS5 numeric
@attribute temperaturaMS5 numeric
@attribute cieloMS6 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS6 numeric
@attribute direccionVientoMS6 numeric
@attribute temperaturaMS6 numeric
@attribute cieloMS7 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS7 numeric
@attribute direccionVientoMS7 numeric
@attribute temperaturaMS7 numeric
@attribute cieloMS8 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS8 numeric
@attribute direccionVientoMS8 numeric
@attribute temperaturaMS8 numeric
@attribute cieloMS9 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS9 numeric
@attribute direccionVientoMS9 numeric
@attribute temperaturaMS9 numeric
@attribute cieloMS10 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS10 numeric
@attribute direccionVientoMS10 numeric
@attribute temperaturaMS10 numeric
@attribute cieloMS11 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS11 numeric
@attribute direccionVientoMS11 numeric
@attribute temperaturaMS11 numeric
@attribute cieloMS12 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS12 numeric
@attribute direccionVientoMS12 numeric
@attribute temperaturaMS12 numeric
@attribute cieloMS13 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS13 numeric
@attribute direccionVientoMS13 numeric
@attribute temperaturaMS13 numeric
@attribute cieloMS14 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS14 numeric
@attribute direccionVientoMS14 numeric
@attribute temperaturaMS14 numeric
@attribute cieloMS15 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS15 numeric
@attribute direccionVientoMS15 numeric
@attribute temperaturaMS15 numeric
@attribute cieloMS16 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS16 numeric
@attribute direccionVientoMS16 numeric
@attribute temperaturaMS16 numeric
@attribute cieloMS17 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS17 numeric
@attribute direccionVientoMS17 numeric
@attribute temperaturaMS17 numeric
@attribute cieloMS18 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS18 numeric
@attribute direccionVientoMS18 numeric
@attribute temperaturaMS18 numeric
@attribute cieloMS19 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS19 numeric
@attribute direccionVientoMS19 numeric
@attribute temperaturaMS19 numeric
@attribute cieloMS20 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS20 numeric
@attribute direccionVientoMS20 numeric
@attribute temperaturaMS20 numeric
@attribute cieloMS21 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS21 numeric
@attribute direccionVientoMS21 numeric
@attribute temperaturaMS21 numeric
@attribute cieloMS22 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS22 numeric
@attribute direccionVientoMS22 numeric
@attribute temperaturaMS22 numeric
@attribute cieloMS23 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS23 numeric
@attribute direccionVientoMS23 numeric
@attribute temperaturaMS23 numeric
@attribute cieloMS24 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS24 numeric
@attribute direccionVientoMS24 numeric
@attribute temperaturaMS24 numeric
@attribute cieloMS25 {OVERCAST_AND_SHOWERS,CLOUDY,PARTLY_CLOUDY,SUNNY,WEAK_SHOWERS,HIGH_CLOUDS,DRIZZLE,OVERCAST}
@attribute moduloVientoMS25 numeric
@attribute direccionVientoMS25 numeric
@attribute temperaturaMS25 numeric
@attribute class {105104104,101101101,103101101,104101104,103101104,104103104,106101101,106101103,106101104,103101103,103103104,101101103,103103103,101115103,110104104,105101104,104101103,104103103}

@data
CLOUDY,13.59,18.91,14,CLOUDY,13.99,15.57,14,CLOUDY,13.14,25.35,14,PARTLY_CLOUDY,12.03,21.77,15,PARTLY_CLOUDY,15.48,9.62,15,PARTLY_CLOUDY,17.790001,7.88,16,PARTLY_CLOUDY,23.58,6.75,19,PARTLY_CLOUDY,26.84,2.26,19,PARTLY_CLOUDY,29.540001,3.63,20,PARTLY_CLOUDY,30.23,3.43,20,SUNNY,29.5,1.69,20,SUNNY,32.279999,4.23,20,SUNNY,33.029999,2.79,19,PARTLY_CLOUDY,30.219999,2.4,18,PARTLY_CLOUDY,26.870001,2.08,17,PARTLY_CLOUDY,24.25,3.09,16,PARTLY_CLOUDY,19.370001,8.8,15,PARTLY_CLOUDY,15.37,10.67,15,PARTLY_CLOUDY,14.5,7.46,15,CLOUDY,15.53,10.04,15,CLOUDY,14.87,11.11,15,CLOUDY,13.16,16.66,15,CLOUDY,10.68,13.92,15,CLOUDY,9.63,11.11,15,CLOUDY,9.9,11.96,15,104101104
WEAK_SHOWERS,6.03,355.98999,16,OVERCAST_AND_SHOWERS,5.52,9.5,16,WEAK_SHOWERS,3.75,355.160004,15,OVERCAST_AND_SHOWERS,7.28,359.130005,16,OVERCAST_AND_SHOWERS,9.25,8.93,16,WEAK_SHOWERS,13.13,21.01,18,OVERCAST_AND_SHOWERS,13.47,20.49,18,WEAK_SHOWERS,14.5,18.889999,18,PARTLY_CLOUDY,15.16,22.17,19,PARTLY_CLOUDY,14.89,31.370001,20,PARTLY_CLOUDY,18.93,23.799999,20,PARTLY_CLOUDY,18.26,23.48,20,PARTLY_CLOUDY,16.709999,27.27,19,PARTLY_CLOUDY,14.84,31.440001,19,PARTLY_CLOUDY,14.32,32.900002,18,PARTLY_CLOUDY,10.44,30.98,17,PARTLY_CLOUDY,4.38,34.169998,16,PARTLY_CLOUDY,2.97,33.889999,15,PARTLY_CLOUDY,1.67,330.640015,14,PARTLY_CLOUDY,1.9,328.179993,15,CLOUDY,1.93,315.809998,15,CLOUDY,2.96,308.5,16,CLOUDY,5.26,299.940002,16,CLOUDY,7.37,301.609985,16,CLOUDY,7.22,305.660004,16,105104104
PARTLY_CLOUDY,17.610001,39.73,13,CLOUDY,17.110001,40.560001,13,CLOUDY,19.75,40.970001,14,CLOUDY,17.65,37.799999,14,PARTLY_CLOUDY,19.24,41.43,15,PARTLY_CLOUDY,17.49,25.950001,16,PARTLY_CLOUDY,18.52,40.849998,18,PARTLY_CLOUDY,18.58,28.879999,19,PARTLY_CLOUDY,18.98,26.190001,20,SUNNY,21.389999,24.59,22,SUNNY,27.440001,18.34,22,SUNNY,31.139999,23.120001,21,SUNNY,31.620001,28.450001,21,SUNNY,28.77,35.810001,21,SUNNY,28.309999,48,20,SUNNY,25.4,58.639999,18,SUNNY,27.08,69.300003,16,PARTLY_CLOUDY,27.469999,73.540001,15,PARTLY_CLOUDY,24.49,74.279999,14,PARTLY_CLOUDY,25.83,70.889999,14,PARTLY_CLOUDY,25.690001,72.050003,14,PARTLY_CLOUDY,22.299999,80.720001,13,PARTLY_CLOUDY,15.17,87.160004,12,CLOUDY,12.85,87.169998,11,PARTLY_CLOUDY,14.32,81.540001,11,104101104
CLOUDY,7.07,278.820007,14,CLOUDY,6.16,315.459991,13,CLOUDY,3.6,288.869995,13,CLOUDY,4.48,249.610001,14,PARTLY_CLOUDY,3.68,278.779999,14,SUNNY,4.2,337.910004,16,SUNNY,9.29,337.929993,20,SUNNY,12.89,342.230011,22,SUNNY,13.35,336.51001,24,SUNNY,12.48,336.200012,26,SUNNY,11.83,337.869995,27,SUNNY,12.28,341.220001,28,SUNNY,13.53,344.630005,28,SUNNY,16.09,349.589996,28,SUNNY,18.4,357.459991,26,SUNNY,16.26,355.579987,23,SUNNY,10.27,344.790009,21,SUNNY,9.11,322.25,18,SUNNY,8.54,307.329987,17,SUNNY,8.63,292.640015,15,PARTLY_CLOUDY,6.36,274.720001,14,PARTLY_CLOUDY,6.67,265.549988,13,PARTLY_CLOUDY,6.18,237.300003,12,PARTLY_CLOUDY,5.34,226.550003,13,PARTLY_CLOUDY,3.17,207.229996,13,101101101
CLOUDY,4.3,212.259995,14,CLOUDY,1.7,212.880005,14,CLOUDY,2.34,356.660004,14,CLOUDY,4.84,7.24,14,CLOUDY,0.92,13.28,14,PARTLY_CLOUDY,1.84,19.08,16,SUNNY,5.41,11.11,20,SUNNY,7.33,13.46,22,SUNNY,9.52,3.45,25,SUNNY,9.93,13.68,26,SUNNY,11.16,11.38,28,SUNNY,10.21,16.4,28,SUNNY,10.57,15.13,28,SUNNY,13.41,14.47,28,SUNNY,16.41,16.18,26,SUNNY,14.9,11.33,23,SUNNY,12.66,11.53,21,SUNNY,6.03,13.84,19,SUNNY,2.53,243.220001,17,SUNNY,3.66,216.009995,16,SUNNY,4.47,189.429993,15,SUNNY,3.87,189.779999,14,SUNNY,0.69,160.539993,14,SUNNY,1.03,35.299999,13,SUNNY,0.87,141.770004,12,101101101
SUNNY,10.67,20.809999,12,SUNNY,10.72,23.41,12,SUNNY,13.73,18.530001,13,SUNNY,16.02,17.52,16,SUNNY,14.2,10.36,18,SUNNY,6.15,356.549988,21,SUNNY,3.78,271.320007,23,SUNNY,6.89,225.119995,24,SUNNY,6.16,237.410004,25,SUNNY,8.65,238.940002,26,SUNNY,10.24,253.660004,27,SUNNY,11.51,345.899994,27,SUNNY,15.61,358.5,26,SUNNY,18.43,1.02,26,SUNNY,23.48,7.23,24,SUNNY,23.75,16.129999,22,SUNNY,22.99,24.16,20,SUNNY,23.58,23.299999,19,SUNNY,22.91,20.440001,18,SUNNY,20.49,16.459999,18,SUNNY,19.58,15.75,17,SUNNY,11.52,32.049999,16,SUNNY,8.3,88.519997,15,SUNNY,9.69,86.089996,15,SUNNY,12.21,92.029999,14,101101101
SUNNY,23.059999,6.64,16,SUNNY,24.629999,6.27,16,SUNNY,22.23,9.77,16,SUNNY,16.26,5.61,18,SUNNY,21.440001,3.77,20,SUNNY,21.780001,6.26,21,SUNNY,20.98,5.69,24,SUNNY,21.559999,2.96,25,SUNNY,21.219999,4.04,27,SUNNY,21.129999,5.18,27,SUNNY,19.66,7.16,28,SUNNY,20.219999,358.910004,29,SUNNY,21.780001,2.23,28,SUNNY,25.469999,10.82,27,SUNNY,24.9,13.63,25,SUNNY,25.99,8.5,22,SUNNY,28.450001,10.22,21,SUNNY,27.15,11.19,20,SUNNY,24.25,11.12,20,SUNNY,20.82,11.17,19,SUNNY,22.35,9.5,19,SUNNY,22.09,8.75,19,SUNNY,16.469999,7.65,19,SUNNY,13.08,7.77,18,SUNNY,12.44,3.49,17,101101101
CLOUDY,11.07,34.919998,15,CLOUDY,9.44,36.509998,15,PARTLY_CLOUDY,8.47,27.68,15,PARTLY_CLOUDY,9.89,23.68,15,CLOUDY,11.35,24.139999,16,PARTLY_CLOUDY,14.93,31.9,17,PARTLY_CLOUDY,17.709999,34.130001,20,SUNNY,19.99,30.370001,21,SUNNY,19.6,26.07,22,SUNNY,20.370001,31.559999,23,SUNNY,20.82,33.259998,23,SUNNY,21.08,36.610001,23,SUNNY,20.870001,38.700001,22,SUNNY,20.91,35.740002,21,SUNNY,20.190001,41.869999,20,PARTLY_CLOUDY,19.799999,37.02,18,PARTLY_CLOUDY,16.08,34.209999,16,PARTLY_CLOUDY,15.33,39.369999,16,CLOUDY,15.03,38.040001,16,CLOUDY,14.37,38.540001,16,CLOUDY,11.12,38.869999,16,CLOUDY,13.14,43.290001,16,CLOUDY,12.85,40.259998,15,CLOUDY,12.21,42.77,15,CLOUDY,12.06,42.099998,15,103101104
SUNNY,9.06,337.790009,15,SUNNY,8.49,340.890015,14,SUNNY,9.1,344.670013,15,SUNNY,8.1,15.22,18,SUNNY,9.06,50.23,19,SUNNY,8.25,43.77,22,SUNNY,8.94,25.18,24,SUNNY,10.88,4.23,25,SUNNY,19.25,340.940002,26,SUNNY,22.610001,336.089996,26,SUNNY,21.74,335.089996,26,SUNNY,22.66,331.410004,26,SUNNY,25.34,327.059998,26,SUNNY,27.440001,327.359985,25,SUNNY,25.49,327.970001,24,SUNNY,21.059999,326.450012,22,SUNNY,20.969999,340.109985,21,SUNNY,20.32,346.98999,21,SUNNY,14.41,347.179993,20,SUNNY,11.27,349.690002,19,SUNNY,8.37,357.829987,18,SUNNY,7.8,353.440002,17,SUNNY,6.09,353.649994,17,SUNNY,4.98,8.25,16,SUNNY,5.9,1.63,16,101101101
SUNNY,8.26,3.82,12,SUNNY,10.48,17.040001,12,PARTLY_CLOUDY,10.76,8.31,13,SUNNY,6.23,20.27,15,SUNNY,4.92,171.210007,17,SUNNY,3.95,182.75,19,SUNNY,4.82,155.289993,21,SUNNY,2.58,159.259995,24,SUNNY,1.88,180.110001,26,SUNNY,1.51,48.060001,27,SUNNY,7.96,30.200001,28,SUNNY,11.48,12.52,28,SUNNY,16.610001,353.480011,28,SUNNY,25.41,349.399994,26,SUNNY,22.85,354.670013,24,SUNNY,17.530001,356.149994,22,SUNNY,22.280001,1.33,20,SUNNY,17.59,12.77,19,SUNNY,5.98,28.15,17,SUNNY,2.24,64.550003,16,SUNNY,3.01,72.290001,15,SUNNY,2.16,93.730003,14,SUNNY,0.92,83.410004,14,SUNNY,0.89,60.150002,13,SUNNY,0.83,342.299988,12,101101101
CLOUDY,4.62,89.279999,14,PARTLY_CLOUDY,3.04,100.629997,14,CLOUDY,0.93,31.09,14,CLOUDY,4.45,354.26001,14,CLOUDY,3.97,14.7,15,PARTLY_CLOUDY,6.9,355.369995,17,PARTLY_CLOUDY,10.64,349.019989,20,SUNNY,16.620001,341.200012,21,SUNNY,17.77,336.660004,22,SUNNY,18.51,335.059998,23,SUNNY,19.389999,332.920013,22,SUNNY,19.99,332.049988,22,SUNNY,20.809999,324.390015,22,SUNNY,20.73,321.619995,21,SUNNY,20.040001,320.579987,20,SUNNY,15.96,323.869995,19,SUNNY,7.18,313.609985,17,SUNNY,7.16,220.940002,16,SUNNY,4.29,217.259995,14,SUNNY,1.43,224.860001,14,SUNNY,0.3,35.41,13,SUNNY,0.99,33.689999,13,SUNNY,1.65,308.049988,13,SUNNY,1.02,300.910004,13,PARTLY_CLOUDY,0.36,317.51001,13,104101104
PARTLY_CLOUDY,10.1,54.169998,14,PARTLY_CLOUDY,9.11,55.040001,14,PARTLY_CLOUDY,10.31,46.68,15,CLOUDY,11.08,45.209999,15,PARTLY_CLOUDY,12.27,43.349998,16,PARTLY_CLOUDY,12.84,20.709999,17,PARTLY_CLOUDY,14.5,22.57,19,PARTLY_CLOUDY,17.93,12.04,20,SUNNY,17.77,10.99,20,SUNNY,19.66,8.44,20,SUNNY,20.4,8.5,20,SUNNY,20.540001,8.95,20,SUNNY,20.379999,10.11,19,SUNNY,20.870001,11.9,19,PARTLY_CLOUDY,19.65,12.96,18,PARTLY_CLOUDY,17.15,16.790001,17,PARTLY_CLOUDY,12.43,18.67,16,PARTLY_CLOUDY,8.73,27.950001,15,PARTLY_CLOUDY,9.62,31.049999,16,PARTLY_CLOUDY,9.86,44.18,16,PARTLY_CLOUDY,7.95,62.52,15,PARTLY_CLOUDY,4.57,67.470001,15,PARTLY_CLOUDY,4.08,59.77,15,PARTLY_CLOUDY,1.93,74.209999,15,CLOUDY,3.51,59,15,104103104
CLOUDY,13.13,37.34,14,CLOUDY,13.61,31.27,14,PARTLY_CLOUDY,13.13,33.869999,14,CLOUDY,10.68,37.830002,14,PARTLY_CLOUDY,12.61,28.459999,15,PARTLY_CLOUDY,16.030001,34.419998,17,SUNNY,17.1,29.24,20,SUNNY,17.440001,30.84,21,SUNNY,17.85,32.57,22,SUNNY,16.860001,35.099998,23,SUNNY,16.02,36.419998,24,SUNNY,15.6,33.799999,24,SUNNY,18.790001,38.32,24,SUNNY,21.690001,44.48,22,SUNNY,21.280001,43.91,20,SUNNY,19.5,39.880001,18,PARTLY_CLOUDY,15.54,39.799999,16,PARTLY_CLOUDY,13.59,40.860001,15,CLOUDY,12.84,39.990002,15,CLOUDY,12.96,36.130001,15,CLOUDY,12.74,40.439999,15,CLOUDY,13.02,42.610001,15,CLOUDY,12.1,45.900002,15,CLOUDY,11.17,48.290001,15,CLOUDY,10.2,53.900002,14,103101104
CLOUDY,1.57,25.92,15,PARTLY_CLOUDY,6.39,69.269997,15,CLOUDY,5.1,59.73,15,CLOUDY,5.42,58.509998,16,PARTLY_CLOUDY,10.36,47.720001,16,PARTLY_CLOUDY,13.15,43.450001,18,SUNNY,14.31,35.880001,20,SUNNY,13.29,33.689999,22,SUNNY,13.53,30.75,25,SUNNY,13.74,25.969999,26,SUNNY,13.08,23.030001,26,SUNNY,13.09,35.5,26,SUNNY,14.13,35.57,26,SUNNY,14.35,25.6,25,SUNNY,13.62,24.74,23,SUNNY,10.42,28.969999,21,SUNNY,11.79,53.16,19,SUNNY,12.58,62.169998,17,SUNNY,10.84,70.220001,16,PARTLY_CLOUDY,12.09,71.18,16,PARTLY_CLOUDY,13.03,70.379997,16,SUNNY,13.09,73.779999,16,PARTLY_CLOUDY,11.12,80.440002,16,PARTLY_CLOUDY,8.25,74.050003,16,PARTLY_CLOUDY,8.39,70.540001,15,104101104
PARTLY_CLOUDY,12.03,105.379997,13,PARTLY_CLOUDY,10.74,103.769997,13,SUNNY,12.17,97.919998,13,SUNNY,16.51,99.589996,16,SUNNY,16.25,84.230003,18,SUNNY,15.97,76.900002,19,SUNNY,14.19,63.84,22,SUNNY,13.17,48.73,24,SUNNY,16.02,26.059999,25,SUNNY,17.799999,21.34,25,SUNNY,17.84,18.85,26,SUNNY,18.35,17.389999,26,SUNNY,19.120001,23.110001,25,SUNNY,20,25.120001,24,SUNNY,17.99,24.35,22,SUNNY,12.91,36.560001,20,SUNNY,6.59,61.709999,18,SUNNY,5.07,85.150002,17,SUNNY,10.87,102.43,16,SUNNY,13.39,104.57,16,SUNNY,10.75,104.290001,15,SUNNY,10.58,106.099998,15,SUNNY,11.24,110.760002,14,SUNNY,8.67,108.669998,14,SUNNY,2.41,103.82,14,101101101
PARTLY_CLOUDY,4.38,228.360001,13,PARTLY_CLOUDY,5.36,237,13,PARTLY_CLOUDY,5.12,257.149994,13,PARTLY_CLOUDY,4.51,279.029999,14,SUNNY,7.6,307.209991,15,SUNNY,8.22,308.820007,17,SUNNY,9.37,303.899994,19,SUNNY,8.54,308.290009,21,SUNNY,8.94,309.820007,24,SUNNY,9.71,312.190002,25,SUNNY,12.96,324.339996,26,SUNNY,15.43,337.529999,26,SUNNY,16.030001,343.73999,26,SUNNY,18.709999,348.600006,25,SUNNY,17.700001,346.869995,24,SUNNY,13.56,340.160004,21,SUNNY,4.19,279.570007,19,SUNNY,8.33,247.669998,18,SUNNY,6.93,242.429993,16,SUNNY,4.06,243.839996,15,PARTLY_CLOUDY,5.4,281.350006,14,PARTLY_CLOUDY,5.28,256.839996,14,PARTLY_CLOUDY,3.12,252.039993,14,PARTLY_CLOUDY,2.48,259.109985,13,SUNNY,0.71,26.190001,13,101101101
WEAK_SHOWERS,2.39,101.349998,15,WEAK_SHOWERS,5.42,86.629997,15,PARTLY_CLOUDY,1.42,113.120003,14,PARTLY_CLOUDY,1.31,29.709999,15,PARTLY_CLOUDY,9.53,32.529999,17,PARTLY_CLOUDY,12.88,12.29,18,PARTLY_CLOUDY,15.88,21.790001,20,SUNNY,16.43,15.24,21,SUNNY,16.43,15.23,21,SUNNY,17.91,12.44,21,SUNNY,18.43,12.62,21,SUNNY,18.360001,12.77,21,SUNNY,19,13.19,20,SUNNY,17.709999,14.54,20,SUNNY,17.26,15.92,19,PARTLY_CLOUDY,13.67,18.51,18,PARTLY_CLOUDY,5.43,9.75,16,PARTLY_CLOUDY,2.19,297.019989,16,PARTLY_CLOUDY,3.65,351.429993,16,PARTLY_CLOUDY,4.96,21.690001,16,PARTLY_CLOUDY,5.25,49.48,16,PARTLY_CLOUDY,6.37,64.239998,16,PARTLY_CLOUDY,3.64,81.230003,15,CLOUDY,3.21,76.629997,15,CLOUDY,4.32,88.489998,15,104103104
CLOUDY,4.77,336.070007,14,CLOUDY,3.85,349.929993,14,CLOUDY,3.4,352.839996,14,CLOUDY,3.29,0.58,14,PARTLY_CLOUDY,3.32,354.950012,14,PARTLY_CLOUDY,5.83,344.880005,16,SUNNY,3.9,13.32,20,SUNNY,3.84,17.110001,23,SUNNY,5.27,5.44,25,SUNNY,6.56,1.66,27,SUNNY,10.64,354.01001,28,SUNNY,12.33,351.959991,28,SUNNY,14.11,353.5,28,SUNNY,15.51,0.55,27,SUNNY,16.58,8.12,25,SUNNY,9.4,5.79,23,SUNNY,3.86,322.929993,20,SUNNY,5.33,242.929993,19,SUNNY,4.53,240.669998,17,SUNNY,3.69,259.190002,16,SUNNY,2.99,289.290009,15,PARTLY_CLOUDY,4.37,308.26001,14,PARTLY_CLOUDY,4.33,309.720001,13,CLOUDY,4.44,299.329987,13,PARTLY_CLOUDY,4.9,330.980011,14,101101101
SUNNY,15.25,27.280001,12,SUNNY,17.639999,27.42,12,SUNNY,18.93,31.889999,12,SUNNY,15.43,33.439999,13,SUNNY,14.06,41.759998,16,SUNNY,13.16,40.610001,18,SUNNY,12.57,46.619999,20,SUNNY,12.47,40.279999,22,SUNNY,14.14,26.709999,24,SUNNY,15.24,24.709999,25,SUNNY,15.46,25.68,26,SUNNY,16.43,18.299999,26,SUNNY,20.629999,16.059999,26,SUNNY,25.440001,10.42,24,SUNNY,26.5,10.65,22,SUNNY,26.43,11.21,20,SUNNY,27.84,15.08,18,SUNNY,26.870001,20.74,17,SUNNY,24.120001,21.35,16,SUNNY,20.719999,25.969999,16,SUNNY,15.44,35.240002,16,SUNNY,10.64,39.080002,14,SUNNY,6.15,47.52,13,SUNNY,1.63,77.339996,12,SUNNY,0.91,33.82,12,101101101
HIGH_CLOUDS,5.39,294.059998,12,PARTLY_CLOUDY,6.28,306.730011,11,SUNNY,5.89,299.970001,11,PARTLY_CLOUDY,8.46,316.410004,13,SUNNY,6.06,331.559998,15,SUNNY,9.48,348.98999,17,SUNNY,11.35,348.839996,19,SUNNY,11.14,351.519989,20,SUNNY,12.87,350.809998,22,SUNNY,14.42,351.570007,24,SUNNY,14.82,355.01001,24,SUNNY,13.28,356.75,25,SUNNY,13.73,351.950012,25,SUNNY,15.64,349.940002,25,SUNNY,16.91,340.869995,23,SUNNY,15.43,346.549988,21,SUNNY,11.63,335.75,18,SUNNY,12.22,334.540009,17,SUNNY,7.96,325.059998,15,SUNNY,6.22,306.059998,14,SUNNY,4.68,288.559998,13,SUNNY,2.72,273.880005,13,SUNNY,2.22,266.220001,13,SUNNY,1.37,238.830002,12,SUNNY,1.19,178.289993,12,101101101
CLOUDY,8.5,22.969999,12,CLOUDY,7.07,32.880001,11,CLOUDY,6.97,38.580002,12,CLOUDY,11.62,31.379999,14,CLOUDY,12.78,21,15,PARTLY_CLOUDY,16.17,29.9,17,SUNNY,15.2,37.290001,19,SUNNY,17.52,18.940001,21,SUNNY,19.6,13.76,22,SUNNY,19.360001,10.06,23,SUNNY,21.52,4.42,24,SUNNY,24.5,0.45,23,SUNNY,25.08,359.549988,22,SUNNY,24.48,359.899994,21,SUNNY,23.299999,359.559998,20,SUNNY,19.84,0.38,18,SUNNY,14.59,2.72,17,PARTLY_CLOUDY,11.51,8.87,16,SUNNY,10.8,11.52,15,PARTLY_CLOUDY,10.1,22.41,14,CLOUDY,9.19,34.490002,14,CLOUDY,9.48,42.060001,14,CLOUDY,9.58,32.5,14,CLOUDY,9.61,33.419998,14,CLOUDY,10.69,22.17,14,104101104
